Presure =1021.898681640625, Temperature =39.21569061279297, Humidity =17.36463165283203
Presure =1021.90283203125, Temperature =38.658966064453125, Humidity =17.733564376831055
Presure =1021.874755859375, Temperature =38.54762268066406, Humidity =17.922603607177734
Presure =1021.897216796875, Temperature =38.733192443847656, Humidity =17.733564376831055
Presure =1021.879150390625, Temperature =38.621849060058594, Humidity =19.062942504882812
Presure =1021.912353515625, Temperature =38.54762268066406, Humidity =17.425613403320312
Presure =1021.872802734375, Temperature =38.58473587036133, Humidity =17.67563247680664
Presure =1021.8828125, Temperature =38.69607925415039, Humidity =17.465248107910156
Presure =1021.867431640625, Temperature =38.677520751953125, Humidity =18.044567108154297
Presure =1021.872314453125, Temperature =38.80742645263672, Humidity =17.785398483276367
Presure =1021.884765625, Temperature =38.77030944824219, Humidity =17.901260375976562
Presure =1021.87255859375, Temperature =38.75175476074219, Humidity =17.992733001708984
Presure =1021.868408203125, Temperature =38.80742645263672, Humidity =17.992733001708984
Presure =1021.885498046875, Temperature =38.80742645263672, Humidity =17.69087791442871
Presure =1021.862548828125, Temperature =38.658966064453125, Humidity =17.788448333740234
Presure =1021.871826171875, Temperature =38.621849060058594, Humidity =17.831134796142578
Presure =1021.870849609375, Temperature =38.677520751953125, Humidity =17.95919418334961
Presure =1021.865234375, Temperature =38.677520751953125, Humidity =17.77320098876953
Presure =1021.849853515625, Temperature =38.621849060058594, Humidity =17.7823486328125
Presure =1021.81884765625, Temperature =38.603294372558594, Humidity =17.831134796142578
Presure =1021.812744140625, Temperature =38.714637756347656, Humidity =17.837230682373047
Presure =1021.835205078125, Temperature =38.78886795043945, Humidity =17.739662170410156
Presure =1021.822509765625, Temperature =38.80742645263672, Humidity =17.846378326416016
Presure =1021.817138671875, Temperature =38.77030944824219, Humidity =18.075056076049805
Presure =1021.8173828125, Temperature =38.80742645263672, Humidity =17.901260375976562
Presure =1021.8046875, Temperature =38.80742645263672, Humidity =17.736614227294922
Presure =1021.811767578125, Temperature =38.93732452392578, Humidity =17.907360076904297
Presure =1021.840576171875, Temperature =38.844539642333984, Humidity =17.931751251220703
Presure =1021.802001953125, Temperature =38.95588302612305, Humidity =18.04151725769043
Presure =1021.81201171875, Temperature =38.93732452392578, Humidity =17.739662170410156
Presure =1021.8203125, Temperature =38.69607925415039, Humidity =17.98053741455078
Presure =1021.795654296875, Temperature =38.78886795043945, Humidity =19.39223861694336
Presure =1021.857177734375, Temperature =38.603294372558594, Humidity =17.03228759765625
Presure =1021.834716796875, Temperature =38.77030944824219, Humidity =18.050662994384766
Presure =1021.84912109375, Temperature =38.78886795043945, Humidity =19.026355743408203
Presure =1021.855224609375, Temperature =38.75175476074219, Humidity =19.065994262695312
Presure =1021.851806640625, Temperature =38.714637756347656, Humidity =17.892114639282227
Presure =1021.85693359375, Temperature =38.844539642333984, Humidity =17.882966995239258
Presure =1021.8427734375, Temperature =38.78886795043945, Humidity =17.98053741455078
Presure =1021.86279296875, Temperature =38.714637756347656, Humidity =18.160429000854492
Presure =1021.85986328125, Temperature =38.75175476074219, Humidity =17.968339920043945
Presure =1021.84619140625, Temperature =38.733192443847656, Humidity =17.953094482421875
Presure =1021.84326171875, Temperature =38.82598114013672, Humidity =17.696975708007812
Presure =1021.861328125, Temperature =38.844539642333984, Humidity =17.840280532836914
Presure =1021.874267578125, Temperature =38.844539642333984, Humidity =18.09334945678711
Presure =1021.859619140625, Temperature =38.95588302612305, Humidity =17.855525970458984
Presure =1021.865966796875, Temperature =38.88165283203125, Humidity =17.956144332885742
Presure =1021.877685546875, Temperature =38.86309814453125, Humidity =18.239704132080078
Presure =1021.87353515625, Temperature =38.900211334228516, Humidity =17.9195556640625
Presure =1021.858642578125, Temperature =38.844539642333984, Humidity =17.754907608032227
Presure =1021.87890625, Temperature =38.714637756347656, Humidity =17.873821258544922
Presure =1021.852294921875, Temperature =38.77030944824219, Humidity =17.7762508392334
Presure =1021.885009765625, Temperature =38.621849060058594, Humidity =17.9256534576416
Presure =1021.89990234375, Temperature =38.69607925415039, Humidity =18.044567108154297
Presure =1021.88037109375, Temperature =38.80742645263672, Humidity =17.761005401611328
Presure =1021.88037109375, Temperature =38.844539642333984, Humidity =17.800643920898438
Presure =1021.869140625, Temperature =38.86309814453125, Humidity =17.867721557617188
Presure =1021.878173828125, Temperature =38.77030944824219, Humidity =18.09334945678711
Presure =1021.8779296875, Temperature =38.80742645263672, Humidity =17.556720733642578
Presure =1021.873291015625, Temperature =38.75175476074219, Humidity =17.840280532836914
Presure =1021.873291015625, Temperature =38.75175476074219, Humidity =18.029319763183594
Presure =1021.8740234375, Temperature =38.621849060058594, Humidity =17.946996688842773
Presure =1021.87255859375, Temperature =38.733192443847656, Humidity =17.75185775756836
Presure =1021.85791015625, Temperature =38.80742645263672, Humidity =17.754907608032227
Presure =1021.919189453125, Temperature =38.75175476074219, Humidity =17.596359252929688
Presure =1021.86669921875, Temperature =38.75175476074219, Humidity =17.90431022644043
Presure =1021.862060546875, Temperature =38.82598114013672, Humidity =18.059810638427734
Presure =1021.893310546875, Temperature =38.75175476074219, Humidity =17.876869201660156
Presure =1021.89013671875, Temperature =38.78886795043945, Humidity =17.855525970458984
Presure =1021.852783203125, Temperature =38.86309814453125, Humidity =17.937850952148438
Presure =1021.87255859375, Temperature =38.82598114013672, Humidity =17.901260375976562
Presure =1021.87255859375, Temperature =38.86309814453125, Humidity =18.096399307250977
Presure =1021.9033203125, Temperature =38.77030944824219, Humidity =17.748809814453125
Presure =1021.907958984375, Temperature =38.714637756347656, Humidity =17.85247802734375
Presure =1021.900634765625, Temperature =38.69607925415039, Humidity =17.748809814453125
Presure =1021.91064453125, Temperature =38.69607925415039, Humidity =17.931751251220703
Presure =1021.920654296875, Temperature =38.714637756347656, Humidity =17.85247802734375
Presure =1021.922607421875, Temperature =38.58473587036133, Humidity =17.818937301635742
Presure =1021.9130859375, Temperature =38.677520751953125, Humidity =17.82198715209961
Presure =1021.92431640625, Temperature =38.58473587036133, Humidity =17.977487564086914
Presure =1021.907958984375, Temperature =38.58473587036133, Humidity =18.053712844848633
Presure =1021.911865234375, Temperature =38.82598114013672, Humidity =17.9256534576416
Presure =1021.8779296875, Temperature =38.78886795043945, Humidity =18.090301513671875
Presure =1021.881591796875, Temperature =38.69607925415039, Humidity =17.998830795288086
Presure =1021.8955078125, Temperature =38.714637756347656, Humidity =17.92870330810547
Presure =1021.905029296875, Temperature =38.75175476074219, Humidity =17.937850952148438
Presure =1021.8857421875, Temperature =38.77030944824219, Humidity =17.818937301635742
Presure =1021.91748046875, Temperature =38.86309814453125, Humidity =18.075056076049805
Presure =1021.8896484375, Temperature =38.77030944824219, Humidity =17.815887451171875
Presure =1021.9140625, Temperature =38.78886795043945, Humidity =17.6451416015625
Presure =1021.857177734375, Temperature =38.75175476074219, Humidity =17.834182739257812
Presure =1021.889404296875, Temperature =38.78886795043945, Humidity =17.91040802001953
Presure =1021.8916015625, Temperature =38.88165283203125, Humidity =18.16347885131836
Presure =1021.890869140625, Temperature =38.677520751953125, Humidity =17.635995864868164
Presure =1021.88818359375, Temperature =38.900211334228516, Humidity =18.11774253845215
Presure =1021.8984375, Temperature =38.733192443847656, Humidity =17.71527099609375
Presure =1021.864013671875, Temperature =38.77030944824219, Humidity =16.410282135009766
Presure =1021.897705078125, Temperature =38.77030944824219, Humidity =17.876869201660156
Presure =1021.8974609375, Temperature =38.88165283203125, Humidity =18.03236961364746
Presure =1021.892822265625, Temperature =38.78886795043945, Humidity =18.029319763183594
Presure =1021.880859375, Temperature =38.75175476074219, Humidity =17.77320098876953
Presure =1021.8984375, Temperature =38.677520751953125, Humidity =17.754907608032227
Presure =1021.9130859375, Temperature =38.56617736816406, Humidity =17.931751251220703
Presure =1021.89697265625, Temperature =38.56617736816406, Humidity =17.943946838378906
Presure =1021.877197265625, Temperature =38.621849060058594, Humidity =17.9256534576416
Presure =1021.91259765625, Temperature =38.52906036376953, Humidity =17.95919418334961
Presure =1021.893310546875, Temperature =38.714637756347656, Humidity =18.050662994384766
Presure =1021.90966796875, Temperature =38.714637756347656, Humidity =17.873821258544922
Presure =1021.92724609375, Temperature =38.69607925415039, Humidity =17.940898895263672
Presure =1021.920654296875, Temperature =38.82598114013672, Humidity =18.02627182006836
Presure =1021.892578125, Temperature =38.69607925415039, Humidity =18.007976531982422
Presure =1021.93603515625, Temperature =38.64040756225586, Humidity =16.516998291015625
Presure =1021.914794921875, Temperature =38.77030944824219, Humidity =19.761173248291016
Presure =1021.923583984375, Temperature =38.714637756347656, Humidity =17.943946838378906
Presure =1021.909423828125, Temperature =38.93732452392578, Humidity =17.663436889648438
Presure =1021.887451171875, Temperature =38.95588302612305, Humidity =17.82198715209961
Presure =1021.867919921875, Temperature =38.677520751953125, Humidity =17.898212432861328
Presure =1021.89697265625, Temperature =38.78886795043945, Humidity =17.91040802001953
Presure =1021.9013671875, Temperature =38.69607925415039, Humidity =17.82198715209961
Presure =1021.912109375, Temperature =38.844539642333984, Humidity =17.892114639282227
Presure =1021.921875, Temperature =38.64040756225586, Humidity =17.916507720947266
Presure =1021.919677734375, Temperature =38.69607925415039, Humidity =17.825035095214844
Presure =1021.88232421875, Temperature =38.75175476074219, Humidity =17.79149627685547
Presure =1021.90673828125, Temperature =38.51050567626953, Humidity =18.059810638427734
Presure =1021.936767578125, Temperature =38.78886795043945, Humidity =17.87991714477539
Presure =1021.894287109375, Temperature =38.75175476074219, Humidity =17.764055252075195
Presure =1021.892822265625, Temperature =38.82598114013672, Humidity =17.837230682373047
Presure =1021.903076171875, Temperature =38.78886795043945, Humidity =17.937850952148438
Presure =1021.90625, Temperature =38.77030944824219, Humidity =18.035419464111328
Presure =1021.92822265625, Temperature =38.86309814453125, Humidity =17.800643920898438
Presure =1021.920166015625, Temperature =38.82598114013672, Humidity =17.937850952148438
Presure =1021.906982421875, Temperature =38.900211334228516, Humidity =17.992733001708984
Presure =1021.890380859375, Temperature =38.93732452392578, Humidity =17.943946838378906
Presure =1021.902587890625, Temperature =38.88165283203125, Humidity =17.846378326416016
Presure =1021.92822265625, Temperature =38.77030944824219, Humidity =17.90431022644043
Presure =1021.8974609375, Temperature =38.80742645263672, Humidity =17.971389770507812
Presure =1021.923583984375, Temperature =38.714637756347656, Humidity =17.998830795288086
Presure =1021.918212890625, Temperature =38.91876983642578, Humidity =16.358449935913086
